"DIRECTORIO" "SECUENCIA_P" "HOGAR" "departamento" "hogar_urbano" "size" "n_mujeres" "n_menores" "seguridad_social" "no_acceso_medico" "n_analfabeto" "escolaridad_max" "escolaridad_min" "escolaridad_median" "ingreso_laboral" "valor_casa"
5067562 1 1 27 1 3 3 2 1 0 NA 15 0 3 0 NA
4853041 1 1 63 1 4 3 1 1 0 4 13 9 12 3828000 NA
5037383 1 1 50 1 5 2 1 1 0 5 11 8 10 1200000 NA
5077817 1 1 18 1 2 1 0 1 0 2 14 13 13.5 0 NA
4900032 1 1 5 1 3 1 0 1 0 3 11 10 11 3930000 NA
4867497 1 1 23 1 3 2 2 1 0 NA 13 0 7 828116 3.5e+07
5012559 1 1 66 1 3 1 1 1 0 3 5 3 4 750000 2.5e+07
5104642 1 1 76 1 4 3 1 1 0 3 16 0 11 3400000 NA
4869334 1 1 73 1 4 1 0 1 0 4 18 12 14 3800000 1.2e+08
4992570 1 1 63 1 2 2 0 1 0 2 17 3 10 0 8e+07
5005837 1 1 5 1 4 1 0 0.75 1 4 11 6 6.5 2056232 3e+07
5094707 1 1 44 1 3 1 2 1 0 2 14 0 3 0 NA
4903715 1 1 5 1 5 3 2 1 0 NA 9 0 5 800000 6e+07
5036428 1 1 19 1 2 2 0 1 0 2 13 5 9 0 NA
4948230 1 1 19 0 3 1 1 1 0 3 13 3 11 0 NA
4944978 1 1 27 1 1 1 0 1 0 1 16 16 16 0 1.2e+08
4976770 1 1 27 1 1 0 0 1 0 1 5 5 5 0 NA
4947771 1 1 73 1 1 1 0 1 0 1 4 4 4 0 NA
4994202 1 1 73 1 4 3 1 1 0 4 14 0 11 3200000 NA
4990872 1 1 76 1 3 2 0 1 0 3 9 2 5 180000 1e+08
5083925 1 1 66 1 3 3 1 1 0 2 11 0 5 828116 NA
4921134 1 1 11 1 4 2 1 1 0 4 14 5 12 2130000 NA
4814168 1 1 52 1 4 2 2 1 0 4 11 5 8 400000 NA
5084551 1 1 73 1 4 3 1 1 0 4 16 2 13 4656232 NA
4956476 1 1 47 1 2 1 0 1 0 1 5 0 2.5 580000 NA
5057075 1 1 19 1 4 3 1 0.75 0 4 6 5 5 850000 NA
4982781 1 1 15 1 1 0 0 1 0 1 13 13 13 0 NA
5023677 1 1 41 1 4 3 2 0.75 0 4 18 3 10 13278116 3e+08
4953142 1 1 8 1 1 1 0 1 0 1 8 8 8 0 2e+07
5091221 1 1 19 1 2 1 0 0.5 0 2 13 11 12 0 8e+07
4994181 1 1 73 1 2 1 0 0.5 1 2 6 5 5.5 800000 NA
5055442 1 1 5 1 4 2 1 1 0 4 14 3 8.5 2400000 NA
5064456 1 1 47 1 4 2 0 0.5 0 4 16 11 13 1728116 NA
4919981 1 1 70 1 6 5 3 1 0 6 16 10 11.5 2028116 NA
5048595 1 1 44 1 5 3 1 0.8 0 3 12 0 6 640000 NA
4976799 1 1 27 1 8 4 4 0.125 6 8 10 1 5 950000 NA
4947328 1 1 23 1 3 1 1 1 0 NA 11 0 9 800000 NA
4871831 1 1 20 0 2 1 0 1 0 1 3 0 1.5 200000 3e+06
4840805 1 1 63 1 1 1 0 1 0 1 13 13 13 1500000 NA
4879572 1 1 11 1 5 1 1 1 0 5 15 5 11 1700000 NA
5047284 1 1 54 1 3 2 1 1 0 3 10 7 7 1000000 8e+07
4955904 1 1 27 1 3 2 2 1 0 3 16 4 8 50000 1.5e+07
5073877 1 1 44 1 1 1 0 1 0 1 5 5 5 0 NA
5076165 1 1 27 0 2 1 0 0.5 0 2 11 11 11 200000 2e+06
4897593 1 1 18 1 6 4 4 1 0 NA 11 0 3 400000 NA
4832439 1 1 8 1 4 2 1 1 0 4 15 5 9 1870000 1.3e+08
5009558 1 1 70 1 2 1 0 1 0 2 6 4 5 400000 NA
5034632 1 1 5 1 1 1 0 1 0 1 17 17 17 4590000 NA
5012450 1 1 63 1 4 3 0 1 0 3 17 0 8 0 NA
4886587 1 1 23 1 3 1 0 1 0 2 9 0 7 120000 NA
5096144 1 1 76 1 1 1 0 1 0 1 6 6 6 0 NA
5096171 1 1 76 1 1 0 0 1 0 1 3 3 3 1936000 NA
5021096 1 1 76 1 3 1 1 1 0 2 11 0 11 2300000 NA
4922098 1 1 44 1 10 4 5 0.6 0 NA 11 0 0 1580000 NA
4884160 1 1 19 1 2 1 0 1 0 2 11 11 11 800000 NA
4930872 1 1 23 1 3 2 0 1 0 3 19 11 15 3700000 1.3e+08
5016016 1 1 76 1 1 1 0 1 0 1 11 11 11 0 1.8e+08
4830632 1 1 20 1 3 2 0 1 0 3 16 5 13 800000 NA
5072578 1 1 5 1 6 2 2 1 0 6 11 6 9 1888116 1e+08
4885660 1 1 11 1 3 1 1 1 0 3 18 0 16 6000000 1.3e+08
5024358 1 1 54 0 2 1 0 1 0 2 3 1 2 490000 4e+07
5059275 1 1 66 1 2 1 0 1 0 2 11 9 10 2320000 5.2e+07
4921071 1 1 11 1 7 3 3 0.571428571428571 0 NA 13 0 2 948116 NA
5088583 1 1 13 1 2 1 0 1 0 2 13 5 9 828116 NA
4901251 1 1 23 1 1 1 0 1 0 1 5 5 5 0 3e+07
4981484 1 1 63 1 3 1 1 1 0 NA 16 0 11 2800000 8.5e+07
4901750 1 1 44 1 4 1 3 1 0 3 6 0 5 180000 NA
5066009 1 1 19 1 4 2 0 1 0 4 15 5 9 2800000 2.5e+08
5013478 1 1 13 1 7 4 3 1 0 NA 11 0 9 2104000 NA
5102828 1 1 27 1 2 1 0 1 0 2 1 0 0.5 0 NA
4890239 1 1 17 1 2 1 0 1 0 2 2 2 2 700000 NA
4897196 1 1 15 0 4 1 0 1 0 4 15 7 11.5 640000 NA
4937249 1 1 19 1 5 3 0 1 0 5 16 5 8 550000 NA
4887572 1 1 52 1 5 2 1 1 0 5 16 3 11 1060000 NA
4849947 1 1 27 1 4 1 0 1 0 4 19 16 19 12000000 NA
4911570 1 1 73 1 3 1 0 1 0 3 15 11 11 4600000 NA
4852663 1 1 44 1 3 2 0 1 0 3 11 7 11 460000 NA
4851676 1 1 15 1 1 1 0 1 0 1 11 11 11 900000 NA
4922080 1 1 44 1 8 4 4 1 0 NA 11 0 5 830000 NA
5102421 1 1 19 1 4 4 0 1 0 2 3 0 1 0 1.5e+08
4954947 1 1 17 1 4 3 2 1 0 3 11 0 7.5 1828116 NA
4921952 1 1 41 1 3 1 1 0.666666666666667 1 3 9 5 5 1750000 NA
5041876 1 1 44 1 7 5 3 1 0 4 15 0 11 0 NA
4932152 1 1 63 1 1 1 0 1 0 1 11 11 11 0 NA
5088539 1 1 11 1 3 1 1 1 0 3 14 7 11 2000000 NA
4848909 1 1 54 1 3 1 1 1 0 3 11 2 6 400000 NA
4811693 1 1 41 1 1 0 0 1 0 1 17 17 17 2800000 NA
4823647 1 1 41 1 1 1 0 1 0 1 16 16 16 0 8e+07
4865802 1 1 20 1 2 1 1 1 0 2 11 2 6.5 500000 NA
5068453 1 1 47 0 4 2 2 1 0 NA 11 0 4.5 600000 NA
4807819 1 1 70 1 6 3 1 0.333333333333333 0 NA 11 0 10 1581242 NA
4850970 1 1 5 1 1 0 0 1 0 1 13 13 13 840000 NA
4935220 1 1 18 1 1 1 0 1 0 1 6 6 6 300000 4e+07
5078176 2 2 23 1 3 2 1 1 0 3 11 2 11 828116 NA
4808811 1 1 27 1 2 1 1 1 0 2 8 5 6.5 0 NA
5055172 1 1 25 1 3 1 0 1 0 3 16 7 8 1400000 3e+08
5086612 1 1 15 1 5 2 3 1 0 4 11 0 5 1000000 NA
5041838 1 1 44 1 2 2 0 1 0 2 16 7 11.5 0 NA
4841705 1 1 19 1 5 4 2 1 0 NA 11 0 3 600000 NA
4870272 1 1 47 0 6 4 3 1 0 4 6 0 3.5 480000 3e+06
4886838 1 1 41 1 6 4 3 1 0 5 11 0 2.5 1280000 NA
4944439 1 1 76 1 4 1 1 1 0 3 13 0 9 1090000 NA
4878850 1 1 47 0 2 1 0 1 0 2 18 4 11 3000000 NA
5051023 1 1 25 1 7 3 5 1 0 NA 11 0 2 780000 NA
5007032 1 1 18 1 5 1 3 1 0 5 11 5 9 936000 8e+07
5054407 1 1 66 1 2 1 0 0.5 0 2 16 14 15 1628116 NA
5023893 1 1 73 1 4 2 0 1 0 4 16 5 8 300000 2e+08
5050994 1 1 25 1 2 1 0 1 0 2 5 4 4.5 0 NA
4805117 1 1 11 1 2 1 0 1 0 2 11 3 7 1100000 NA
4905483 1 1 5 1 3 3 0 1 0 3 13 11 12 2400000 7e+07
4951027 1 1 41 1 7 4 2 0.857142857142857 0 7 18 5 16 5787130 NA
4905020 1 1 70 1 4 1 0 1 0 4 8 0 6 870000 NA
4879611 1 1 11 1 2 1 0 1 0 2 14 8 11 500000 9e+07
4951875 1 1 63 1 2 1 0 0.5 0 2 6 1 3.5 900000 NA
5041413 1 1 20 1 3 1 0 1 0 3 16 11 15 900000 NA
4896446 1 1 66 0 3 1 0 1 0 3 11 5 7 720000 4e+07
4845137 1 1 68 1 2 2 0 1 0 2 11 5 8 800000 NA
4885951 1 1 15 1 8 3 2 0.875 0 8 13 1 10.5 2778116 9e+07
5100206 1 1 8 1 5 2 3 1 0 5 7 1 5 200000 3.5e+07
4957961 1 1 73 1 3 1 2 1 0 2 5 0 2 0 NA
5006298 1 1 11 1 4 2 2 1 0 3 5 0 5 2400000 NA
5051074 1 1 25 0 1 0 0 1 0 0 0 0 0 600000 NA
4841273 1 1 73 0 4 1 2 1 0 4 5 3 4 400000 6e+06
4932375 1 1 66 1 3 2 0 1 0 3 12 11 11 1656232 NA
4864341 1 1 76 1 4 3 1 1 0 3 11 0 8 1488116 NA
5083619 1 1 54 1 9 4 2 0.777777777777778 0 6 11 0 5 1560000 NA
5053890 1 1 47 1 2 1 0 1 0 2 11 3 7 360000 NA
5019925 1 1 41 1 3 1 0 1 0 3 11 10 11 1550000 9.5e+07
4824854 1 1 63 1 2 1 0 1 0 2 5 1 3 260000 NA
4903683 1 1 5 1 2 2 0 1 0 2 14 7 10.5 0 3e+08
5002378 1 1 15 1 1 1 0 1 0 0 0 0 0 80000 NA
5057464 1 1 23 1 7 3 0 1 0 7 11 2 6 4186232 NA
4914924 1 1 11 1 4 2 1 1 0 4 16 1 12 0 1.5e+08
4861662 1 1 5 1 2 1 0 1 0 2 18 11 14.5 0 3.5e+08
4937283 1 1 19 1 6 6 2 1 0 NA 14 0 13 0 NA
4989100 1 1 20 1 12 7 3 0.25 7 NA 11 0 4.5 1200000 NA
4813687 1 1 15 1 3 1 0 0.333333333333333 0 3 14 11 13 1300000 2.8e+08
5020615 1 1 63 1 4 2 2 1 0 4 13 3 9.5 1600000 NA
5001163 1 1 41 0 1 0 0 1 0 1 5 5 5 350000 NA
5010048 1 1 76 1 5 3 1 1 0 5 11 5 11 1928116 NA
4828129 1 1 13 1 5 2 1 1 0 NA 11 0 8 1400000 8e+07
4917476 1 1 73 1 1 1 0 1 0 1 9 9 9 1000000 NA
4954014 1 1 8 1 1 1 0 1 0 1 3 3 3 40000 6e+07
4973730 1 1 63 1 1 0 0 1 0 1 16 16 16 2000000 NA
5033747 1 1 70 1 1 1 0 1 0 1 14 14 14 0 NA
4846687 1 1 17 1 2 2 0 1 0 1 3 0 1.5 300000 8e+07
4825023 1 1 76 1 4 3 0 1 0 4 11 10 10.5 3040000 6e+07
4850879 1 1 19 0 2 1 0 1 0 2 5 5 5 360000 NA
5052391 1 1 8 1 3 2 1 1 0 2 17 0 16 0 NA
4895779 1 1 70 1 3 1 1 1 0 NA 11 0 11 900000 NA
4810397 1 1 73 1 2 1 0 1 0 2 6 5 5.5 300000 1.2e+08
5061039 1 1 63 1 3 2 0 1 0 3 18 11 15 2290000 NA
5104301 1 1 68 1 2 2 1 1 0 2 16 6 11 1000000 1.3e+08
5020787 1 1 68 1 5 2 1 0.8 1 4 16 0 11 2428116 NA
4836462 1 1 63 1 4 2 1 1 0 4 16 11 14.5 5900000 2e+08
4854720 1 1 5 1 1 0 0 1 0 1 21 21 21 0 6e+08
4894499 1 1 5 0 3 1 0 1 0 3 20 7 9 3800000 1e+08
5086042 1 1 76 1 2 1 0 0.5 1 2 11 11 11 1872232 NA
5073686 2 2 41 1 4 2 2 1 0 3 11 0 7 890000 NA
4838071 1 1 20 1 5 2 1 1 0 5 16 4 11 6400000 NA
4835778 1 1 23 0 2 1 0 1 0 1 5 0 2.5 420000 4300000
4901583 1 1 41 1 3 3 1 0.666666666666667 0 NA 14 0 12 500000 NA
4993899 1 1 52 1 9 6 5 1 0 NA 8 0 5 1250000 NA
4805953 1 1 20 1 3 0 2 1 0 3 7 3 5 700000 NA
5047367 1 1 63 1 2 1 0 1 0 2 11 11 11 828000 NA
5083002 1 1 47 1 1 0 0 0 0 1 7 7 7 0 NA
4960140 1 1 19 1 4 3 2 1 0 NA 16 0 5.5 1500000 NA
4994417 1 1 23 0 4 2 0 1 0 3 11 0 6.5 610000 NA
5085469 1 1 13 1 5 3 1 1 0 5 16 11 13 2828116 NA
4813181 1 1 50 1 2 1 0 1 0 2 7 5 6 0 2e+08
5094776 1 1 44 1 6 6 3 0.833333333333333 0 NA 23 0 10.5 4100000 NA
4805583 1 1 17 1 4 3 0 1 0 3 16 0 11 0 NA
4901981 1 1 47 1 1 1 0 1 0 1 13 13 13 0 2.5e+08
5048329 1 1 41 1 1 1 0 1 0 1 2 2 2 400000 NA
4838707 1 1 50 1 4 3 0 0 0 4 14 11 12 2950000 NA
5063970 1 1 23 1 2 1 0 0.5 0 1 4 0 2 450000 2e+07
4876413 1 1 11 1 4 3 1 1 0 4 20 7 15.5 4600000 2e+08
4950156 1 1 17 1 2 1 0 1 0 2 5 3 4 0 NA
5018260 1 1 76 1 2 1 0 1 0 2 11 11 11 2000000 4.5e+07
4856162 1 1 19 1 3 3 1 1 0 2 11 0 3 612000 NA
4965059 1 1 25 1 4 2 0 1 0 4 17 9 11 930000 NA
5045727 1 1 8 1 2 0 0 1 0 2 11 10 10.5 2000000 NA
5040843 1 1 11 1 4 3 1 1 1 4 12 5 8 1753264 NA
4881240 1 1 27 1 3 2 1 1 0 3 13 2 11 1150000 2e+05
4853396 2 2 76 1 2 1 0 1 0 2 14 7 10.5 828116 NA
4845905 1 1 20 1 1 0 0 1 0 1 16 16 16 0 NA
4915213 1 1 18 1 2 1 0 1 0 2 11 5 8 500000 8e+07
4851789 1 1 17 1 3 2 2 1 0 3 11 1 4 828116 NA
4849792 1 1 17 1 6 3 1 1 0 4 11 0 9.5 828116 NA
5098181 1 1 63 1 4 2 1 1 0 4 11 7 9.5 1128000 NA
4820655 1 1 19 0 7 4 3 1 0 NA 11 0 0 600000 NA
5042509 2 2 68 1 1 1 0 1 0 1 11 11 11 1000000 NA
4928340 1 1 76 1 2 1 0 1 0 2 11 3 7 828116 NA
5033833 1 1 73 1 1 1 0 1 0 1 18 18 18 0 NA
4926047 1 1 8 1 1 0 0 1 0 1 8 8 8 550000 NA
4941371 1 1 11 1 3 1 1 1 0 3 14 0 13 2480000 NA
4842222 1 1 63 1 3 1 1 1 0 3 7 4 7 400000 6e+07
4910700 1 1 27 1 3 1 1 1 0 3 11 0 1 0 6e+07
4950300 1 1 18 1 4 2 2 1 0 NA 11 0 3.5 100000 NA
4960015 1 1 17 1 4 1 1 1 0 4 13 2 8 828116 NA
4988313 1 1 11 1 2 1 0 1 0 2 11 9 10 0 1.3e+08
4885551 1 1 11 1 2 1 0 1 0 2 8 5 6.5 900000 NA
5053467 1 1 27 1 7 2 4 1 0 NA 11 0 7 1200000 NA
4956126 1 1 41 1 4 2 2 1 0 NA 11 0 5 930000 NA
5012265 1 1 50 1 5 3 1 1 0 5 18 1 11 5128000 NA
5024685 1 1 54 1 2 1 0 1 0 2 14 12 13 760000 NA
4926927 1 1 20 1 3 2 1 1 0 3 6 4 5 300000 NA
4813577 2 2 5 1 1 0 0 1 0 1 14 14 14 1050000 NA
4875885 1 1 15 0 1 1 0 1 0 1 3 3 3 0 NA
5082179 1 1 23 1 3 2 1 1 0 3 11 7 11 1200000 1e+08
4909379 1 1 63 1 4 2 1 0.75 0 4 16 5 9.5 0 NA
5057990 1 1 44 1 2 1 0 1 0 2 11 11 11 2200000 NA
5050244 1 1 17 1 3 2 0 1 0 3 5 5 5 500000 NA
4949543 1 1 11 1 4 3 1 1 0 4 26 6 17.5 13350000 NA
4906467 1 1 20 1 3 2 1 1 0 NA 11 0 9 450000 NA
4880773 1 1 20 1 7 5 1 1 0 NA 13 0 11 22650000 NA
4940085 1 1 52 1 3 1 0 1 0 3 17 3 11 650000 NA
5058211 1 1 47 1 2 2 1 1 0 2 16 8 12 0 1.2e+08
5009835 1 1 73 1 1 0 0 1 0 1 11 11 11 0 NA
5105122 3 3 20 1 3 1 2 0 0 NA 11 0 9 600000 NA
4898451 1 1 41 0 5 3 2 1 0 4 6 0 5 300000 1.5e+07
4868987 1 1 68 1 2 2 0 1 0 2 11 5 8 0 2e+08
4954703 1 1 15 1 1 1 0 1 0 1 11 11 11 828116 NA
4861001 1 1 50 1 4 3 0 0.5 0 4 17 3 13.5 2200000 1.5e+08
5053370 1 1 23 1 5 4 1 1 0 5 11 2 9 1025000 2e+07
4822051 1 1 13 1 3 1 1 1 0 NA 14 0 11 1400000 NA
5028968 1 1 44 1 4 2 3 1 0 3 13 0 4 200000 NA
4972111 1 1 54 0 2 1 0 1 0 1 4 0 2 0 6e+07
4904375 1 1 41 1 3 1 0 1 0 3 16 11 16 2730000 8e+07
4818828 1 1 18 1 3 2 1 1 0 3 16 8 10 1000000 NA
5086886 1 1 23 1 8 4 3 1 0 6 9 0 6 1900000 NA
4942649 1 1 41 1 4 2 2 1 0 4 12 2 8 3028116 1.8e+08
5015036 1 1 68 1 1 1 0 1 0 1 11 11 11 900000 NA
4930146 1 1 17 1 3 1 1 1 0 2 11 0 8 1656232 NA
5100672 1 1 17 1 1 1 0 1 0 1 18 18 18 4300000 5e+07
4828469 1 1 20 1 5 3 1 1 0 NA 18 0 11 0 NA
4869495 1 1 76 1 3 1 0 0.666666666666667 1 3 11 11 11 0 NA
5072389 1 1 18 0 3 1 0 1 0 3 14 5 8 1000000 4e+07
4893319 1 1 66 1 1 0 0 1 0 1 3 3 3 1200000 NA
5093281 1 1 11 1 4 2 2 1 1 3 11 0 8.5 928116 NA
4862507 1 1 18 1 3 1 0 1 0 3 16 13 16 7300000 2e+08
4951294 1 1 47 1 3 1 1 1 0 3 14 4 11 0 NA
4952351 1 1 70 1 1 0 0 1 0 1 11 11 11 800000 NA
4994594 1 1 18 1 1 0 0 1 0 1 3 3 3 280000 NA
4953758 1 1 5 1 3 2 0 0.666666666666667 0 3 13 11 12 1900000 NA
4837079 1 1 5 1 2 1 0 1 0 2 5 5 5 40000 NA
4913877 1 1 66 1 6 2 2 0.833333333333333 0 6 13 5 10.5 2856232 NA
4906983 1 1 47 1 3 2 1 1 0 2 14 0 14 850000 NA
4936503 1 1 8 1 5 3 2 1 0 NA 11 0 11 700000 4.5e+07
4806395 1 1 41 1 3 1 0 1 0 3 10 5 5 300000 2.5e+07
4904120 1 1 20 1 4 2 1 1 0 4 12 0 7.5 1028000 NA
4847311 1 1 19 1 1 0 0 0 0 0 0 0 0 190000 NA
4959254 1 1 47 1 3 1 0 1 0 3 16 7 8 0 2e+08
4991826 1 1 76 1 1 1 0 1 0 1 6 6 6 500000 NA
5011401 1 1 63 1 2 1 0 1 0 2 9 5 7 0 NA
4847706 1 1 66 1 2 1 0 0.5 0 2 12 5 8.5 1220000 NA
5022550 1 1 63 1 3 2 1 0.666666666666667 0 2 11 0 11 495000 NA
4967466 1 1 17 1 3 3 1 1 0 3 13 10 11 3100000 NA
4986207 1 1 66 1 3 2 0 0 0 3 11 3 7 828116 NA
5033777 1 1 70 1 3 1 1 1 0 3 8 5 6 700000 NA
4976540 1 1 20 1 4 2 2 0.5 0 NA 16 0 7 1050000 NA
5025440 1 1 19 1 4 1 1 1 0 4 11 6 11 2100000 NA
4975363 1 1 15 0 2 1 0 1 0 2 11 11 11 1000000 8e+07
4889526 1 1 50 1 4 2 2 1 0 3 11 0 5 900000 NA
5009417 2 2 68 1 2 1 1 1 0 NA 7 0 3.5 828100 NA
4835020 1 1 68 1 7 5 3 0.714285714285714 0 NA 8 0 5 750000 5e+07
4898576 1 1 44 0 2 2 1 1 0 1 3 0 1.5 130000 NA
4932068 1 1 63 1 3 1 0 1 0 3 6 4 5 360000 NA
4982646 1 1 76 1 1 0 0 1 0 1 8 8 8 960000 NA
4808634 1 1 15 1 6 1 2 1 1 6 11 5 5.5 0 NA
4891880 1 1 17 1 3 2 1 0.333333333333333 0 3 17 2 13 1400000 NA
4819422 1 1 68 1 4 2 2 1 0 NA 13 0 8 2400000 NA
4995534 1 1 19 1 6 2 0 0.833333333333333 0 6 16 10 12.5 1500000 NA
4910533 2 2 20 1 1 1 0 1 0 1 5 5 5 0 NA
4985769 1 1 44 1 4 1 0 0.75 1 4 18 11 17 2400000 1.5e+08
4949380 1 1 5 1 3 1 2 1 0 NA 11 0 5 700000 NA
4870671 1 1 17 1 3 2 0 1 0 3 16 11 14 3500000 1e+08
4947549 1 1 52 1 2 1 0 1 0 2 18 5 11.5 3500000 NA
4889690 1 1 66 1 3 3 0 0.666666666666667 0 2 16 0 5 50000 3e+07
4913827 1 1 63 1 3 1 0 0.333333333333333 1 3 16 11 15 1350000 7.5e+07
4825819 1 1 76 1 5 3 3 1 0 4 8 0 3 0 NA
4883243 1 1 76 1 1 0 0 1 0 1 3 3 3 0 NA
4815155 1 1 13 1 4 2 1 1 0 3 12 0 9 900000 NA
4935363 1 1 27 1 4 4 1 1 0 4 16 8 16 1200000 2e+08
5033795 1 1 73 1 3 2 0 0.333333333333333 0 3 11 2 4 500000 1.2e+08
4911085 1 1 47 1 4 3 1 1 0 3 11 0 3.5 0 NA
4877829 1 1 47 1 5 3 1 1 0 NA 13 0 11 1428116 1.95e+08
4902310 1 1 63 1 1 1 0 1 0 1 5 5 5 0 6e+07
5095322 1 1 54 1 2 1 0 1 0 2 9 5 7 350000 NA
4901885 1 1 47 1 4 2 0 1 0 4 14 11 11 1190000 NA
4949716 1 1 11 1 3 2 0 0.333333333333333 0 3 15 12 12 4500000 NA
5041749 1 1 41 1 4 2 2 1 0 NA 11 0 11 1060000 NA
5074147 1 1 13 1 6 1 3 1 0 6 7 3 5.5 1080000 NA
4997898 1 1 5 1 1 1 0 1 0 1 7 7 7 0 8e+07
4849002 1 1 63 1 1 1 0 1 0 1 3 3 3 0 NA
5006617 1 1 15 1 2 1 0 1 0 2 5 5 5 828116 NA
4839195 1 1 70 1 2 1 0 1 0 2 7 5 6 500000 7e+07
5079055 1 1 63 1 2 2 0 1 0 2 11 6 8.5 0 NA
5077401 1 1 11 1 4 2 2 0.75 0 3 16 0 10 4900000 NA
4978320 1 1 11 1 4 3 0 1 0 4 18 11 17 7178116 NA
4918867 1 1 17 1 2 1 0 1 0 2 11 11 11 1328116 NA
4895777 1 1 70 1 4 1 1 1 0 4 16 8 13 1500000 8e+07
4814320 1 1 63 1 3 2 0 1 0 3 14 12 14 1788000 NA
5007650 1 1 27 1 7 2 4 1 0 7 12 0 5 1789179 6e+07
5003441 1 1 8 1 2 1 0 1 0 2 11 11 11 0 NA
4813342 1 1 68 1 3 1 0 1 0 2 11 0 11 800000 NA
4877552 1 1 41 1 4 3 2 1 0 3 9 0 7 2080000 NA
5081712 1 1 18 1 2 1 0 1 0 2 16 11 13.5 0 NA
4973832 1 1 66 1 1 0 0 1 0 1 19 19 19 10000000 NA
4830973 1 1 47 1 4 3 2 0.75 1 4 13 5 9 590000 NA
4937062 1 1 17 1 5 2 3 1 0 5 11 3 7 1328116 9e+07
4937871 1 1 47 1 4 1 0 1 0 4 16 14 15 7000000 2.5e+08
4888519 1 1 76 1 3 1 1 1 0 3 16 3 11 0 NA
4903265 1 1 52 1 1 1 0 1 0 1 4 4 4 300000 6e+07
5078896 2 2 52 1 2 1 1 1 0 1 11 0 5.5 1000000 NA
4924399 1 1 54 1 7 5 5 1 0 7 5 0 4 500000 NA
5070326 1 1 41 1 2 1 0 0 0 2 11 5 8 0 NA
4872751 1 1 63 0 1 0 0 1 0 1 1 1 1 800000 3e+07
4821298 1 1 18 0 1 0 0 1 0 1 2 2 2 700000 3.5e+07
4930219 1 1 17 1 2 1 0 0 0 2 10 7 8.5 0 NA
5048725 1 1 47 0 5 3 2 1 0 4 12 0 11 1050000 1.5e+07
5030448 1 1 5 1 2 1 0 1 0 2 16 12 14 2400000 NA
4881958 1 1 52 1 6 3 2 1 0 5 11 0 7.5 2028116 NA
5056436 1 1 13 1 4 3 1 1 0 4 12 6 9 1050000 NA
5097037 1 1 5 1 5 1 0 0.8 0 5 14 3 3 1840000 1e+08
4960087 1 1 19 1 4 2 0 0.75 0 4 16 8 12 2250000 NA
5086044 1 1 76 1 2 1 0 1 0 2 13 11 12 1928116 1.2e+08
5007376 1 1 23 1 3 3 2 1 0 2 5 0 5 470000 NA
4838443 1 1 41 1 4 1 2 1 0 NA 11 0 5.5 700000 NA
4871234 1 1 20 1 1 1 0 1 0 1 7 7 7 0 NA
5083701 1 1 63 1 2 1 0 1 0 2 11 9 10 1950000 NA
5052878 1 1 17 1 3 2 0 1 0 3 13 5 5 828116 NA
4909740 1 1 5 1 4 3 0 1 0 4 19 16 18 26200000 1e+08
4979573 1 1 18 1 2 1 0 0.5 0 2 16 11 13.5 1740000 NA
5093867 1 1 18 1 2 1 1 1 0 2 16 9 12.5 1250000 5.9e+07
5003846 1 1 11 1 4 3 2 0.5 1 4 11 0 6.5 1100000 NA
4889555 1 1 52 1 4 1 0 1 0 4 17 16 16 8000000 NA
5058226 1 1 47 1 5 2 1 1 0 5 17 1 11 4000000 8e+07
4962527 1 1 41 1 3 1 1 1 0 2 12 0 11 2200000 NA
4962217 1 1 20 1 4 2 2 0.75 1 4 11 7 9.5 900000 NA
4978843 1 1 8 1 3 1 0 1 0 3 16 11 11 2100000 NA
5031501 1 1 18 1 1 0 0 1 0 1 7 7 7 700000 NA
4943425 1 1 54 1 4 2 1 1 0 3 17 0 3.5 2700000 6e+07
4903703 1 1 5 1 2 1 0 1 0 2 13 11 12 3000000 5e+08
5083322 1 1 50 1 1 1 0 1 0 1 11 11 11 930000 NA
4941178 1 1 8 1 6 3 3 1 0 6 11 2 4.5 0 5e+07
4997697 1 1 17 1 3 2 0 1 0 3 4 2 2 500000 3.5e+07
4963653 1 1 70 1 6 3 2 1 0 NA 12 0 9 1878116 NA
4934866 1 1 15 0 2 1 0 1 0 2 11 2 6.5 480000 2e+07
4815306 1 1 17 1 2 0 0 1 0 2 16 13 14.5 0 NA
4914408 1 1 27 1 5 2 2 1 0 4 14 0 9 270000 2.5e+07
4879476 1 1 8 1 6 2 2 0.833333333333333 0 5 11 0 6.5 616000 1.7e+07
4929284 1 1 8 1 5 1 3 1 0 5 7 1 6 1200000 NA
4977330 1 1 47 1 4 2 2 1 0 4 11 5 9.5 9000000 NA
5075475 1 1 54 1 5 2 0 1 0 5 15 1 11 1956232 NA
5034780 1 1 18 1 3 1 0 1 0 0 0 0 0 0 4e+07
5069977 1 1 20 1 8 4 2 0.875 0 NA 14 0 4 0 NA
4928182 1 1 70 1 2 1 0 1 0 2 11 5 8 600000 NA
4852584 1 1 44 1 5 1 3 1 0 4 16 0 7 1500000 NA
5046119 1 1 13 1 4 2 2 1 0 3 11 0 5 1300000 NA
4815039 1 1 11 1 2 0 0 0.5 0 2 11 11 11 781242 NA
4915127 1 1 17 1 5 3 1 1 0 5 11 2 8 2484348 NA
5073432 1 1 25 1 3 3 0 1 0 3 13 11 11 0 NA
5039972 1 1 73 1 4 2 2 1 0 NA 11 0 4.5 430000 NA
